job_name,company_name,jd,skills,date_posted,yoe,location,website,job_function,industry,specialization,qualification,hiring_location,role,vacancies
Python Automation,Gs Lab,"Python Automationjob Id : 6377Location : Puneexperience Level : 3 To 5 Yearsmust Have Skills : Pythonnice To Have Skills : Networkingroles & Responsibilities : Experience Of Building Framework Using Python Good Understanding Of Qa Methodology  Test Plans, Test Cycles, Sw Releases, And Test Management Tools Such As Bug Tracking And Test Case Repositories.","Python,Automation,Networking,Qamethodology,Testmanagementtools,Bugtracking",Posted 4 Days Ago,3 - 5 Yrs,Pune,,It Software : Software Products & Services,"Software Services,  It-Software",Quality Assurance/Testing,BE/B.Tech(Engineering),,,
Python Developer,Art Technology And Software India Pvt Ltd,"Responsibilities In-Depth Knowledge Of Python And Django Framework 2  Yr Experience - Must Haveapi Design Based On Restbuild Scalable And Performance Application With Large Datasetexperienced At Database Design/Model - Must Havedevelop Back-End Core Architecture Concepts.Test-Driven Development (Tdd): Unit, Behavioral, And Functional Testing / Agile Development - Sprintsworked Seamlessly With Development Team In Usunderstanding Of Aws Services.Quick Learner To Work On New Projects / Technologyskill Set Back-End: Python With Django Framework (Rest Or Graphql)Database: Postgres.","Rest,Python,Database,Django,Api",Posted Few Days Ago,2 - 3 Yrs,Cochin,https://www.artechsoft.com/current-opening.html,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Doodleblue Innovations Pvt Ltd,"Python Developer Hands On Experience In Python Development Is A Mustexperience In Django And Flask Frameworkgood Understanding Of Server-Side Templating Languages Like Jinjaunderstanding Of Front-End Technologies, Such As Javascript, Html5, And Css3, Jqueryproficient Understanding Of Git Strong Unit Test And Debugging Skillscreate Database Schemas That Represent And Support Business Processes","Python,Database,Django,Git,Html5,Debugging,Javascript,Jquery",Posted 6 Days Ago,0 - 3 Yrs,Chennai,http://www.doodleblue.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Wbc Software Lab,"Job Title : Python Developer Duties And Responsibilities : A Minimum Of 2-5 Years Work Experience In Software Development Using Python Flask And Angularsolid Understanding And Experience In Developing Rest Api Using Python Flaskproficiency In Developing Web Applications Using Flask And Angularexperience In Mongodbexperience In Mongodbexperience In Pymongo And Mongoenginegood Working Knowledge In Gitexperience With Docker, Nginx, Linux Is A Huge Plusexcellent Communication Skillsgood Problem-Solving Skills","Python,Git,Restapi,Linux,Mobile,Mongodb,Docker",Posted 6 Days Ago,2 - 5 Yrs,Chennai,https://www.wbcsoftwarelab.com/,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Nuagebiz.Tech,"This Is An Opportunity For A Dynamic Professional With 2-4 Years Of It Experience Including 2 Years In Python Language. We Want You To Be A Self-Driven Go-Getter, With A Strong Appetite For Learning And An Analytical Mind. You Must Have An Eye For Detail, Should Be Able To Think Outside The Box, And Be Willing To Walk The Extra Mile To Make It Happen.This Role Offers Immense Growth Opportunities, As Well As A Unique Opportunity Of Working With A Like-Minded Team Where You Can See Your Work And Contributions Being Applied!The Individual Should Exhibit The Following: Strong- Interpersonal Skills,Be Highly Motivated, Results Oriented,Have Excellent Communication And Presentation Skills, Andbe A Strong Team Player.Responsibilities:In This Role, You Will Be Part Of An Analytical Product Development Team. Your Primary Focus Will Be Writing High-Performance And Responsive Application Code. You Will Also Be Responsible For Integrating The Front-End Elements Into The Application; Therefore, Understanding Front-End Technologies Is Necessary As Well.Writing Reusable, Testable, And Efficient Codedesign And Implementation Of Low-Latency, High-Availability, And Performing Applications.Integration Of User-Facing Elementsimplementation Of Security And Data Protectionrequirements:In-Depth Knowledge Of Flask Framework.Able To Integrate Multiple Data Sources And Databases Into One Systemknowledge Of User Authentication And Authorization Between Multiple Systems, Servers, And Environmentsknowledge Of Fundamental Design Principles Behind A Scalable Applicationfamiliarity With Event-Driven Programming In Python With Flask And Fast Apisunderstanding Of The Differences Between Multiple Delivery Platforms, Such As Mobile Vs Desktop, And Optimizing Output To Match The Specific Platformunderstanding Of Code Versioning Tools Such As Git, Mercurial Or Svn.Excellent Time Management And Multitasking Skills.","Python,Mobile,Teamplayer,Svn,Security,Git,Softwareengineering",Posted 6 Days Ago,2 - 5 Yrs,Noida,http://www.nuagebiz.tech,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Axistechnolabs,"Responsibilities : We Are Offering You Paid Odoo - Python Internship For 3 Months And After Completion, You Will Get A Job On Your Hand,100 Percent  Job Placement, We Suggest To Start Your Career With Odoo Erp Developer. Why Choose Odoo To Grow Your Career With Becoming An Odoo Developer?Odoo Erp Is Emerging Faster Than Any Other Propriety Erp Owing To The Fact That It Is Open Source. Open-Source Nature Of Odoo Platform Is Going To Make The Most Impact In The Developing Market. The Future Of Odoo Is Exceptionally Good With More Than 2 Million Users In The World. Lively User Interaction In Development And Usage Is Assured To Boost The Odoo Platform In The Coming Years.Odoo Uses Python Programming Language A Powerful High-Level Object-Oriented Programming Language, Giving Odoo A Better Chance Over Other Competitors.Axis Technolabs Also Provides Opportunities For Those Who Are Aspiring To Build A Career In Odoo. For More Information Feel Free Contact Usodoo Internship Includes:Design And Develop Odoo(Openerp) Apps(New Module Implementation, Customization)Create Python And Odoo(Openerp) Framework Of Existing Appsdevelop Applications Which Make Any Kind Of Effect In Peoples Livestrack Record Of Implementing Well Designed Mobile Applicationscoordinate With Senior Developers To Design And Develop Real Time Web Application And Erp Softwarerequired Skills And Qualificationshould Be Willing To Learn Odoo & Open Source Erp Systemshould Have Quick Grasping Powerbasic Understanding Of Xmp, Database Python, Oops Concepts Self Motivated And A Willingness To Learnmust Have Degree Of B.E/B.Tech/Mca/Bca/ Msc-It","Python,Css,Userinteraction,Bootstrap,Openerp,Database,Xml,Oops,Html",Posted 6 Days Ago,0 - 1 Yrs,Ahmedabad,http://www.axistechnolabs.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,"MCA/PGDCA




BCA(ComputerApplication)",,,
Python Developer,Pegasus Knowledge Solutions India Pvt Ltd.,"Python Developerprimary Skill:  Strong Python Skills Along With Web Frameworks Such As Django/Flask Html/Css, Knowledge In Js Based Frameworks Such As Jquery/React/Angular/Bootstrap Etc. Sound Knowledge In Api Development And Usage Knowledge In Sql Knowledge In Cloud Native Application Development Knowledge In Java Advantageous But Not Mandatory Ability To Take Work Independently As Well As Part Of Team","Python,Css,Django,Java,Html,Bootstrap,Api,Jquery,Sql",Posted 6 Days Ago,0 - 3 Yrs,Bengaluru,https://www.pksi.in/open-positions.html,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Gammastack Indore,"Youre Awesome At: Candidates Should Have Experience In Any One Of Python Web Frameworks Like Django, Flask, Bottle Etccandidates Should Have Experience In Rest Api Frameworkscandidates Should Have Experience In Writing Test Cases For Python Applications.Candidates Should Have A Basic Understanding Of Oops And Database Conceptsgood Communication Skills.Leading Capabilities As Per The Exp.Additional Brownie Points: Experience With Analytics, Datascience, Machine Learning, Artificial Intelligence Is Plus.Any Front-End Frameworks Like Angular Or Reactjs Or Vuejs Experience Is Plus.","Python,Database,Django,Restapi,Oops,Machinelearning,Artificialintelligence",Posted 6 Days Ago,0 - 3 Yrs,Indore,https://www.gammastack.com/careers/,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Axistechnolabs,":Responsibilities : - Having Strong Knowledge In Python Framework (Django, Flask Or Pyramid) - Having Strong Knowledge In Javascript/Html5/Css3 - Sass And Less - Basic Knowledge About Reactjs, Angularjs , Nodejs - Ability To Work With Object-Relational Mapping - Should Be Motivated Self Starter And A Very Good Team Player - Strong Skill In Problem-Solving In Application - Write Effective, Scalable Code - Good Client Communication Skills","Python,Django,Html5,Teamplayer,Angularjs,Javascript",Posted 6 Days Ago,1 - 4 Yrs,Ahmedabad,http://www.axistechnolabs.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,"MCA/PGDCA




BCA(ComputerApplication)",,,
Python Developer,Fluper Limited,"Job Responsibilities Hands-On Exposure To Devices Such As Microsoft Hololens, Htc Vive, Oculus, Samsung Gear Vr Along With Mobile Based Ar/Vr Solutionsstrong Proficiency With Opencvknowledge Of Various Ar/Vr Sdks, C#Having Working Experience On Virtual Reality And Augmented Reality Projects","C#,Python,Virtualreality,Mobile,Augmentedreality,Opencv",Posted 6 Days Ago,2 - 7 Yrs,Noida,http://www.fluper.com/,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Techasoft Pvt Ltd,#NAME?,"Python,Javascript,Docker,Django,Postgresql,Oops,Mysql,Mongodb,Opencv",Posted 6 Days Ago,0 - 3 Yrs,Bengaluru,http://www.techasoft.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Connecting 2 Work,"Job Description Expert In Python, With Knowledge Of At Least One Python Web Framework Django Familiarity With Some Orm (Object Relational Mapper) Libraries  Able To Integrate Multiple Data Sources And Databases Into One System Understanding Of The Threading Limitations Of Python, And Multi-Process Architecture Good Understanding Of Server-Side Templating Languages Basic Understanding Of Front-End Technologies, Such As Javascript, Html5, And Css3 Understanding Of Accessibility And Security Compliance Knowledge Of User Authentication And Authorization Between Multiple Systems, Servers, And Environments Understanding Of Fundamental Design Principles Behind A Scalable Application Familiarity With Event-Driven Programming In Python Understanding Of The Differences Between Multiple Delivery Platforms, Such As Mobile Vs Desktop, And Optimizing Output To Match The Specific Platform Able To Create Database Schemas That Represent And Support Business Processesstrong Unit Test And Debugging Skills Proficient Understanding Of Code Versioning Tools","Securitycompliance,Python,Html5,Mobile,Javascript,Database,Django,Debugging",Posted Few Days Ago,0 - 3 Yrs,Thiruvananthapuram,http://www.connecting2work.com,It Software : Software Products & Services,Consulting Services,Software Engineer,AnyGraduate,,,
Python Developer,Cybage Software Pvt Ltd,"Experience: 4  Yearsthe Key Aspects Of This Role Include:Design, Build, And Maintain Scalable Applications Using Python.Contribute To The Entire Implementation Process Including Driving The Definition Of Improvements Based On Business Need And Architectural Improvements.Act As A Subject Matter Expert For Application Software Developers And Engineers.Handle Server-Side Code For A Production Platform And Contribute To New Featuresto Be The Right Fit, You'Ll Need:More Than 4  Years Of Experience As A Software Developer In Python, With Knowledge Of At Least One Python Web Framework Such As Django, Flask, Etc.Good Understanding Of Common Design Patterns And Architecture Principles To Design Reliable And Scalable Applicationsstrong Communication Skillsknowledge Of Databases Line Nosql Or Mongodbgood To Have Aws And Docker Or Web Servicesbasic Understanding Of Front-End Technologies, Such As Javascript, Html5, And Css3","Python,Html5,Javascript,Nosql,Docker,Django,Softwaredeveloper,Mongodb",Posted Few Days Ago,4 - 7 Yrs,"Gandhinagar,Hyderabad",http://www.cybage.com/,It Software : Software Products & Services,"Software Services,  Internet/Dot Com/Isp",Software Engineer,AnyGraduate,,,
Python Developer,Wing Global It Services,Candidates Should Be Completed Graduation At Least.Strong Skills In Java Coding With Spring Boot & Hibernate/Jpa.Good Knowledge Of Django Framework.Server Knowledge Will Be An Adding Skill.Candidate Should Be Excellent In Python Coding With Deadlines.We Are Looking For At Least 2 Years Experience For This Job.We Are Looking For A Candidate Who Can Work In A Long Run.,"Springboot,Python,Java,Django,Jpa,Hibernate",Posted Few Days Ago,2 - 5 Yrs,Panchkula,http://www.winggs.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Root Info Solutions,"New Delhi, Indiapython Developerjob Role :- Python Developerkey Skills :- Python 2, Python 3, Django, Javascript, Html, Postgresql/Mysql,Rest Api, Celery Rabbitmq, Redis. :-1. Job Requirement :Minimum 2 Years Of Working Experience In Python And Python Frameworks(Django Or Flask).Experience With Creating Restful Endpoints Using The Django Rest Framework.Knowledge Of Object-Relational Mapping (Orm).Should Have Experience With Databases Like Postgres, Mysql.Proven Experience In Effective Team Management.Basic Coding Skills (Python).Strong Understanding Of Oop Concepts, Data Structure And Design Patterns.Good Communication Skills.Ability To Work Independently In A Fast Paced And Agile Development Environment.Improve Functionality Of Existing Systems.2. Professional Attributes :2 - 3 Years Of Experience In Python.Experience With Python, Javascript, Html/Css, Rest Apis .","Python2,Python3,Django,Javascript,Html,Postgresql/Mysql,Restapi,Celeryrabbitmq,Redis.,Css,Oop",Posted Few Days Ago,2 - 3 Yrs,"Delhi,Delhi",http://www.rootinfosol.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,BE/B.Tech(Engineering),,,
Python Developer,Root Info Solutions,"New Delhi, Indiapython Developerjob Role :- Python Developerkey Skills :- Python 2, Python 3, Django, Javascript, Html, Postgresql/Mysql,Rest Api, Celery Rabbitmq, Redis. :-1. Job Requirement :Minimum 2 Years Of Working Experience In Python And Python Frameworks(Django Or Flask).Experience With Creating Restful Endpoints Using The Django Rest Framework.Knowledge Of Object-Relational Mapping (Orm).Should Have Experience With Databases Like Postgres, Mysql.Proven Experience In Effective Team Management.Basic Coding Skills (Python).Strong Understanding Of Oop Concepts, Data Structure And Design Patterns.Good Communication Skills.Ability To Work Independently In A Fast Paced And Agile Development Environment.Improve Functionality Of Existing Systems.2. Professional Attributes :2 - 3 Years Of Experience In Python.Experience With Python, Javascript, Html/Css, Rest Apis .","Python2,Python3,Django,Javascript,Html,Postgresql/Mysql,Restapi,Celeryrabbitmq,Redis.,Css,Oop",Posted Few Days Ago,2 - 3 Yrs,"Delhi,Delhi",http://www.rootinfosol.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,BE/B.Tech(Engineering),,,
Python Developer,Young Minds Technology Solutions Pvt Ltd,"Roles & Responsibilitieswrite Reusable, Testable, And Efficient Codedesign And Implement Of Low-Latency, High-Availability, And Performant Applicationsintegration Of User-Facing Elements Developed By Front-End Developers With Server Side Logicimplementation Of Security And Data Protectionintegration Of Data Storage Solutionsperformance Tuning, Improvement, Balancing, Usability, Automationwork Collaboratively With Design Team To Understand End User Requirements To Provide Technical Solutions And For The Implementation Of New Software Featuresgood Knowledge On Building A Small Applications At Least In Academic Levelrequirements :Key Requirementshands On Experience With Django, Flask Or Other Python Frameworksknowledge In Data Science / Ml / Dl / Big Data Analytics.Good Understanding Of Server-Side Templating Languages Such As Jinja 2, Mako, Etcbasic Understanding Of Front-End Technologies, Such As Javascript, Html5, And Css3Familiarity With Some Orm (Object Relational Mapper) Librariestrained Freshers Are Preferable","Python,Html5,Storage,Javascript,Security,Django",Posted Few Days Ago,0 - 3 Yrs,Tirupati,http://ymtsindia.com/,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Python Developer,Rayvat Outsourcing,"Industry Type: It Services & Consultingdepartment: Engineering - Software & Qaemployment Type: Full Time, Permanentrole Category: Software Developmenteducation : Any Graduateresponsibilitieswrite Effective, Scalable Codedevelop Back-End Components To Improve Responsiveness And Overall Performanceintegrate User-Facing Elements Into Applicationstest And Debug Programsimplement Security And Data Protection Solutionsassess And Prioritize Feature Requestscoordinate With Internal Teams To Understand User Requirements And Provide Technical Solutions.Requirements0-2 Year Work Experience As A Python Developerexpertise In At Least One Popular Python Framework (Like Django, Flask Or Pyramid)Expertise In At Least One Popular Database (Mysql, Mongodb, Sqlite)Knowledge On Pandas And Numpy In Pythondesign And Develop Ai Models To Meet Project Requirementsconvert Ai/Ml Models Into Apis That Other Developers Can Useperform Statistical Analysis On Big Data Setsknowledge Of Object-Relational Mapping (Orm)Able To Integrate Multiple Data Sources And Databases Into One Systemfamiliarity With Front-End Technologies (Like Javascript And Html5)Familiarity With Code Versioning Tools Such As Git, Svnadvanced Knowledge Of Statistical And Algorithmic Models As Well As Of Fundamental Mathematical Concepts, Such As Linear Algebra And Probabilitywork With Other Machine Learning Engineers, Data Engineers, And Ai Engineers To Develop Machine Learning Modelsteam Spiritgood Problem-Solving Skills","Python,Html5,Svn,Machinelearning,Javascript,Security,Database,Django,Git,Mysql,Bigdata,Mongodb",Posted 4 Days Ago,0 - 2 Yrs,Gandhinagar,http://www.rayvat.com,It Software : Software Products & Services,Consulting Services,Software Engineer,AnyGraduate,,,
Python Developer,Virtualware Innovations,"Description Responsible For Full-Stack Technical Development Of Platform And Modules Using Devops Methodologydemonstrated Experience Building Robust, Resilient Platforms Using Python-Flask, Django Or Similar Node / Java Frameworks (Ideally In An Azure / Docker Environment), Architecture And Integration.Demonstrated Knowledge Using Version Control Systems (E.G. Git, Vsts, Svn, Etc.) And Working In Ci / Cd Environmentsdatabase Modelling, Design And Implementation Experience. E.G. Sql, Postgresql Experience.Data Management Experience With Azure Cloud Strongly Preferreddeep, Hands-On Technical Expertise In Building Complex Distributed System Architectures And Designing, Implementing, And Scaling Application Platforms.Experience Developing Rest Apis And Data Integration Experience, Including Etl To Communicate With Other Systemsproficiency In Linux, Database/Sql/Nosql And Caching Experience.Computer/Electrical/Software Engineering Or Computer Science Educational Background Requiredexperience With Various Types Of Data Sources In Oil & Gas Including Real-Time Systems Such As Pi, Geographic Information Systems Such As Arcgis, Production & Well Management Systems, Erp Systems Such As Sap, Etc. (Optional)","Arcgis,Docker,Sql,Database,Java,Git,Postgresql,Devops,Linux,Softwareengineering,Rest,Python,Svn,Nosql,Django,Managementsystems",Posted 1 Day Ago,0 - 3 Yrs,Hyderabad,http://www.virtualwarein.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
